,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,3.73517353788,360.13,10.371722208000001,0.3,0.04,59.51,7.44,119.4,14.93,100.158
