,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,0.992444736,1.66,0.21,20.18,2.52,119.4,14.93,93.44
