,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,4.672659328,0.35,0.04,24.64,3.08,119.4,14.93,81.903
