,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,1.92348901147,368.88,5.214388096,0.59,0.07,56.83,7.1,119.4,14.93,41.535000000000004
