,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,3.2065288555600002,362.14,8.85446272,0.35,0.04,59.13,7.39,119.4,14.93,53.766
