,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,1.9884584582300002,368.69,5.393353136,0.57,0.07,58.99,7.37,119.4,14.93,43.157000000000004
