,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,7.26106710107,355.59,20.419802256,0.15,0.02,58.06,7.26,119.4,14.93,163.38400000000001
