,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,2.0738597479500003,368.28,5.631137744,0.54,0.07,56.79,7.1,119.4,14.93,181.38299999999998
