,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,14.504143631200002,353.66,41.011653008,0.07,0.01,59.58,7.45,119.4,14.93,153.74599999999998
