,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,0.8876149280000001,1.86,0.23,19.73,2.47,119.4,14.93,81.939
