,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,1.7937851040000001,0.92,0.12,23.17,2.9,119.4,14.93,76.35799999999999
