,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,0.37138668181,414.99,0.8949195360000001,1.98,0.25,19.64,2.46,119.4,14.93,565.687
