,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,0.00026264,64.33,8.04,64.33,8.04,119.4,14.93,4.428999999999999
