,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,1.6510506308800001,374.18,4.4124324,0.69,0.09,59.04,7.38,119.4,14.93,40.38
