,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,0.32510540462000004,422.17,0.770064768,2.14,0.27,19.03,2.38,119.4,14.93,95.817
