,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,0.92716911575,372.37,2.4899043840000004,0.66,0.08,23.78,2.97,119.4,14.93,99.841
