,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,0.48289116810000005,396.09,1.219144864,1.35,0.17,21.09,2.64,119.4,14.93,74.114
