,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,0.3305535569,418.77,0.7893393280000001,2.09,0.26,19.69,2.46,119.4,14.93,71.233
