,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,0.32690038093,422.57,0.773594864,2.13,0.27,19.3,2.41,119.4,14.93,87.262
