,total_energy,average_power,total_time,avg_bw_Gb,avg_bw_GB,avg_bw_idle_Gb,avg_bw_idle_GB,max_bw_Gb,max_bw_GB,simulation_time
0,0.30218264810000006,427.84,0.7062893440000001,2.34,0.29,19.16,2.4,119.4,14.93,141.598
